Date,Feature 0,Feature 1
1959-04-04,34,8.078725065326097
1959-04-05,36,12.77280295937107
1959-04-06,33,18.148873411090694
1959-04-07,35,18.897360245168393
1959-04-08,38,23.517445905732593
1959-04-09,38,23.24625309593858
1959-04-10,34,24.94499788185282
1959-04-11,53,18.264707279453386
1959-04-12,34,29.79729886645327
1959-04-13,34,22.494817757038778
1959-04-14,38,17.01048178667468
1959-04-15,35,18.12420157457012
1959-04-16,32,16.474608417238
1959-04-17,42,19.250785938847635
1959-04-18,34,15.893859921242274
1959-04-19,46,27.471111735671677
1959-04-20,30,24.418568845273136
1959-04-21,46,18.169713783767246
1959-04-22,45,15.176284820356162
1959-04-23,54,22.70978135043641
1959-04-24,34,15.874547201783466
1959-04-25,37,22.253724443414804
1959-04-26,35,26.417087134553476
1959-04-27,40,21.471787875919414
1959-04-28,42,20.116557779993922
1959-04-29,58,24.078008302743985
1959-04-30,51,17.16499190185516
1959-05-01,32,17.366599139080897
1959-05-02,35,23.848095300266024
1959-05-03,38,15.086086958742762
1959-05-04,33,23.918523244262808
1959-05-05,39,24.10223020169712
1959-05-06,47,20.460155096979765
1959-05-07,38,16.6065218909107
1959-05-08,52,22.78449082322308
1959-05-09,30,14.890075073324379
1959-05-10,34,15.866188209898723
1959-05-11,40,30.17387210585521
1959-05-12,35,15.883832919706652
1959-05-13,42,25.275406696876402
1959-05-14,41,21.561501247314858
1959-05-15,42,22.613726218818318
1959-05-16,38,19.30409682906272
1959-05-17,24,14.784491960655984
1959-05-18,34,21.419481420734897
1959-05-19,43,14.885349055849467
1959-05-20,36,14.835018404500868
1959-05-21,55,21.01666479983712
1959-05-22,41,13.441062295204329
1959-05-23,45,17.786513932673103
1959-05-24,41,24.500433322436415
1959-05-25,37,21.061510596284087
1959-05-26,43,18.379120869326307
1959-05-27,39,14.38762950498131
1959-05-28,33,16.727794888500767
1959-05-29,43,13.316976546663858
1959-05-30,40,24.555224079476798
1959-05-31,38,22.454251641249765
1959-06-01,45,7.586989891564864
1959-06-02,46,26.110820107918386
1959-06-03,34,14.977369459161345
1959-06-04,35,17.757486247988894
1959-06-05,48,24.103740286404207
1959-06-06,51,22.448223586976994
1959-06-07,36,25.272571300099088
1959-06-08,33,24.398244953683932
1959-06-09,46,23.650274990975912
1959-06-10,42,19.795524589133464
1959-06-11,48,10.731441559419684
1959-06-12,34,15.115657077033264
1959-06-13,41,17.220402972549536
1959-06-14,35,14.44593185316925
1959-06-15,40,20.69223679238351
1959-06-16,34,14.998869461823674
1959-06-17,30,25.009850553952635
1959-06-18,36,18.815867048588665
1959-06-19,40,19.792248234882646
1959-06-20,39,14.747612172429674
1959-06-21,45,22.094170796178773
1959-06-22,38,24.080753729339975
1959-06-23,47,18.352701249187476
1959-06-24,33,11.312967701602478
1959-06-25,30,23.302149570815672
1959-06-26,42,20.894940196192664
1959-06-27,43,14.12207319273545
1959-06-28,41,23.42097068006357
1959-06-29,41,23.59368618305812
1959-06-30,59,26.19484474335951
1959-07-01,43,22.303512041340607
1959-07-02,45,22.270575021516173
1959-07-03,38,13.379290806114724
1959-07-04,37,22.20815697171935
1959-07-05,45,17.66129702665004
1959-07-06,42,13.607186156272842
1959-07-07,57,23.72236889495042
1959-07-08,46,27.215737433767167
1959-07-09,51,17.13694339078769
1959-07-10,41,15.80185710762399
1959-07-11,47,25.186891803273824
1959-07-12,26,16.08932510026946
1959-07-13,35,20.051179484625095
1959-07-14,44,12.747366290910367
1959-07-15,41,22.85577073654874
1959-07-16,42,32.63558677186806
1959-07-17,36,29.240971560607555
1959-07-18,45,24.319359951168313
1959-07-19,45,24.36952414949859
1959-07-20,45,26.426693696092805
1959-07-21,47,22.35104885688846
1959-07-22,38,16.47235454478513
1959-07-23,42,14.573109359811255
1959-07-24,35,22.822475466606836
1959-07-25,36,16.724372935329026
1959-07-26,39,21.02160015519355
1959-07-27,45,14.801562114707956
1959-07-28,43,25.838414533837703
1959-07-29,47,10.452152527622271
1959-07-30,36,19.34299657748936
1959-07-31,41,18.754720324817352
1959-08-01,50,12.929518540414941
1959-08-02,39,29.624848496652845
1959-08-03,41,19.50707238272979
1959-08-04,46,18.282926497013456
1959-08-05,64,16.150602725563463
1959-08-06,45,22.98384676349622
1959-08-07,34,21.636350914354423
1959-08-08,38,8.206120602686317
1959-08-09,44,18.477694840511674
1959-08-10,48,15.841656404674694
1959-08-11,46,15.401510709372294
1959-08-12,44,8.362083168573982
1959-08-13,37,9.451395269850476
1959-08-14,39,19.185551786389862
1959-08-15,44,18.15685475089071
1959-08-16,45,9.978769793034878
1959-08-17,33,8.594527677755437
1959-08-18,44,15.135013497254398
1959-08-19,38,6.65426929999982
1959-08-20,46,15.345275579777205
1959-08-21,46,11.689680173772413
1959-08-22,40,13.160442579909557
1959-08-23,39,23.422853186308146
1959-08-24,44,2.457149976562076
1959-08-25,48,6.438791430160158
1959-08-26,50,13.548008372008063
1959-08-27,41,13.353094048526094
1959-08-28,42,22.337239459361534
1959-08-29,51,11.380884375132595
1959-08-30,41,18.52435283032382
1959-08-31,44,1.7728169670059408
1959-09-01,38,9.324982954106897
1959-09-02,68,4.411868987212607
1959-09-03,40,9.204214476552007
1959-09-04,42,7.547235361156281
1959-09-05,51,13.154035339369248
1959-09-06,44,21.35085718613378
1959-09-07,45,4.3186740636421055
1959-09-08,36,9.439539787320497
1959-09-09,57,0.1371299536188788
1959-09-10,44,10.68138861226554
1959-09-11,42,13.069854982078233
1959-09-12,53,7.188361121801117
1959-09-13,42,4.313989062805451
1959-09-14,34,0.2313644328278368
1959-09-15,40,9.039993512095311
1959-09-16,56,2.6611002268439545
1959-09-17,44,3.358913384278374
1959-09-18,53,10.110185450881193
1959-09-19,55,9.246644823425747
1959-09-20,39,-1.9094228650826537
1959-09-21,59,6.825724261181598
1959-09-22,55,2.7010522508634587
1959-09-23,73,4.113849411321802
1959-09-24,55,10.400983430521405
1959-09-25,44,4.547351600849156
1959-09-26,43,11.013092596255913
1959-09-27,40,5.959441557785284
1959-09-28,47,10.965799090159527
1959-09-29,51,10.729927517469218
1959-09-30,56,5.033922347244724
1959-10-01,49,11.067383854565126
1959-10-02,54,7.991942955263889
1959-10-03,56,3.731181054383444
1959-10-04,47,9.60849204948153
1959-10-05,44,5.436376615746947
1959-10-06,43,10.403980076356627
1959-10-07,42,8.836794933266088
1959-10-08,45,7.940394946568858
1959-10-09,50,23.567661642445497
1959-10-10,48,14.81649308474506
1959-10-11,43,8.687688025095138
1959-10-12,40,3.2882923916551423
1959-10-13,59,11.423203849179803
1959-10-14,41,18.409464328260796
1959-10-15,42,6.410814721879816
1959-10-16,51,15.373182383063028
1959-10-17,49,19.670907062071112
1959-10-18,45,18.3370995037562
1959-10-19,43,17.89103172455656
1959-10-20,42,24.21485164425647
1959-10-21,38,13.522628096252465
1959-10-22,47,14.95654145487521
1959-10-23,38,6.489404554597201
1959-10-24,36,22.296867216858825
1959-10-25,42,13.332329969459654
1959-10-26,35,18.92324692746712
1959-10-27,28,17.330560302285207
1959-10-28,44,27.44072675278098
1959-10-29,36,26.0151823780754
1959-10-30,45,28.795546314342438
1959-10-31,46,17.812249784621585
1959-11-01,48,15.033542025232439
1959-11-02,49,22.267337471447867
1959-11-03,43,15.357449494914375
1959-11-04,42,9.643615197290227
1959-11-05,59,23.167328249047852
1959-11-06,45,8.150711943827837
1959-11-07,52,19.56682188423375
1959-11-08,46,18.85283597805902
1959-11-09,42,21.47908410276248
1959-11-10,40,29.832367759209653
1959-11-11,40,10.945042257184081
1959-11-12,45,21.52961001918512
1959-11-13,35,22.901294946745253
1959-11-14,35,24.80910754087445
1959-11-15,40,18.110657626535087
1959-11-16,39,20.63667418706687
1959-11-17,33,19.28194918569956
1959-11-18,42,13.439096842005121
1959-11-19,47,20.733219587347286
1959-11-20,51,22.03982666851866
1959-11-21,44,24.436059277141005
1959-11-22,40,21.161869157797412
1959-11-23,57,6.065335222735346
1959-11-24,49,23.33703409664802
1959-11-25,45,13.093323926256645
1959-11-26,49,23.246490799816865
1959-11-27,51,9.245937065251436
1959-11-28,46,24.89841530595614
1959-11-29,44,15.699361440585887
1959-11-30,52,23.32960056489824
1959-12-01,45,26.112262290194145
1959-12-02,32,22.602370029034383
1959-12-03,46,18.690399516936125
1959-12-04,41,20.296506776192782
1959-12-05,34,21.41441735242775
1959-12-06,33,22.808001690397656
1959-12-07,36,19.870001775963726
1959-12-08,49,16.681689282962463
1959-12-09,43,23.3577428841644
1959-12-10,43,21.809747379508966
1959-12-11,34,23.364904340708787
1959-12-12,39,13.86468086136473
1959-12-13,35,22.653689381503753
1959-12-14,52,22.264954470444273
1959-12-15,47,16.205839097009335
1959-12-16,52,16.57805401880027
1959-12-17,39,14.163965261080396
1959-12-18,40,17.10101117992792
1959-12-19,42,17.955041475896067
1959-12-20,42,9.9620479209517
1959-12-21,53,15.94374880960628
1959-12-22,39,31.53343285693175
1959-12-23,40,20.58164057317812
1959-12-24,38,15.967818084255073
1959-12-25,44,24.954509056234098
1959-12-26,34,14.055442399138535
1959-12-27,37,14.147027262903713
1959-12-28,52,27.04020048372552
1959-12-29,48,23.62485931531552
1959-12-30,55,18.22520036207125
1959-12-31,50,22.33373484768547
